,clockwise_90,anticlockwise_90,rotation_180
0,100.0,100.0,100.0
1,97.57709251101322,97.57709251101322,97.57709251101322
2,97.49430523917995,97.49430523917995,97.49430523917995
3,98.11320754716981,98.11320754716981,98.11320754716981
4,99.7624703087886,99.7624703087886,99.7624703087886
5,98.8425925925926,98.8425925925926,98.8425925925926
6,99.38271604938271,99.38271604938271,99.38271604938271
7,98.29059829059828,98.29059829059828,98.29059829059828
8,97.53086419753086,97.53086419753086,97.53086419753086
9,100.0,100.0,100.0
10,95.52845528455285,95.52845528455285,95.52845528455285
11,85.71428571428571,85.71428571428571,85.71428571428571
12,97.3568281938326,97.3568281938326,97.3568281938326
13,96.49122807017544,96.49122807017544,96.49122807017544
14,75.0,75.0,75.0
15,92.6829268292683,92.6829268292683,92.6829268292683
16,90.42553191489363,90.42553191489363,90.42553191489363
17,92.45283018867924,92.45283018867924,92.45283018867924
18,97.04918032786885,97.04918032786885,97.04918032786885
19,92.90780141843972,92.90780141843972,92.90780141843972
20,78.72340425531915,78.72340425531915,78.72340425531915
21,99.0,99.0,99.0
22,96.07843137254902,96.07843137254902,96.07843137254902
23,97.93103448275862,97.93103448275862,97.93103448275862
24,82.27848101265823,82.27848101265823,82.27848101265823
25,97.33333333333334,97.33333333333334,97.33333333333334
26,100.0,100.0,100.0
27,97.8102189781022,97.8102189781022,97.8102189781022
28,97.59036144578313,97.59036144578313,97.59036144578313
29,100.0,100.0,100.0
30,100.0,100.0,100.0
31,91.48936170212765,91.48936170212765,91.48936170212765
32,100.0,100.0,100.0
33,100.0,100.0,100.0
34,90.37974683544304,90.37974683544304,90.37974683544304
35,100.0,100.0,100.0
36,100.0,100.0,100.0
37,95.45454545454545,95.45454545454545,95.45454545454545
38,90.86021505376344,90.86021505376344,90.86021505376344
39,100.0,100.0,100.0
40,84.78260869565217,84.78260869565217,84.78260869565217
41,91.11111111111111,91.11111111111111,91.11111111111111
42,99.28571428571429,99.28571428571429,99.28571428571429
