,clockwise_90,anticlockwise_90,rotation_180
0,91.66666666666666,91.66666666666666,91.66666666666666
1,96.25550660792952,96.25550660792952,96.25550660792952
2,100.0,100.0,100.0
3,98.11320754716981,98.11320754716981,98.11320754716981
4,99.04988123515439,99.04988123515439,99.04988123515439
5,99.53703703703704,99.53703703703704,99.53703703703704
6,100.0,100.0,100.0
7,100.0,100.0,100.0
8,100.0,100.0,100.0
9,100.0,100.0,100.0
10,97.5609756097561,97.5609756097561,97.5609756097561
11,97.61904761904762,97.61904761904762,97.61904761904762
12,95.59471365638767,95.59471365638767,95.59471365638767
13,96.49122807017544,96.49122807017544,96.49122807017544
14,94.11764705882352,94.11764705882352,94.11764705882352
15,100.0,100.0,100.0
16,95.74468085106383,95.74468085106383,95.74468085106383
17,96.22641509433963,96.22641509433963,96.22641509433963
18,100.0,100.0,100.0
19,96.45390070921985,96.45390070921985,96.45390070921985
20,100.0,100.0,100.0
21,99.0,99.0,99.0
22,92.15686274509804,92.15686274509804,92.15686274509804
23,93.79310344827586,93.79310344827586,93.79310344827586
24,97.46835443037975,97.46835443037975,97.46835443037975
25,99.33333333333333,99.33333333333333,99.33333333333333
26,100.0,100.0,100.0
27,100.0,100.0,100.0
28,100.0,100.0,100.0
29,100.0,100.0,100.0
30,100.0,100.0,100.0
31,100.0,100.0,100.0
32,100.0,100.0,100.0
33,98.52941176470588,98.52941176470588,98.52941176470588
34,99.74683544303798,99.74683544303798,99.74683544303798
35,100.0,100.0,100.0
36,100.0,100.0,100.0
37,100.0,100.0,100.0
38,97.58064516129032,97.58064516129032,97.58064516129032
39,100.0,100.0,100.0
40,98.75776397515527,98.75776397515527,98.75776397515527
41,94.07407407407408,94.07407407407408,94.07407407407408
42,98.92857142857143,98.92857142857143,98.92857142857143
