,clockwise_90,anticlockwise_90,rotation_180
0,100.0,100.0,100.0
1,95.20383693045564,95.20383693045564,95.20383693045564
2,99.78354978354979,99.78354978354979,99.78354978354979
3,100.0,100.0,100.0
4,99.56427015250546,99.56427015250546,99.56427015250546
5,99.32279909706546,99.32279909706546,99.32279909706546
6,99.78947368421053,99.78947368421053,99.78947368421053
7,100.0,100.0,100.0
8,100.0,100.0,100.0
9,100.0,100.0,100.0
10,99.54954954954955,99.54954954954955,99.54954954954955
11,99.54337899543378,99.54337899543378,99.54337899543378
12,97.95918367346938,97.95918367346938,97.95918367346938
13,99.29411764705883,99.29411764705883,99.29411764705883
14,100.0,100.0,100.0
15,100.0,100.0,100.0
16,99.17355371900827,99.17355371900827,99.17355371900827
17,100.0,100.0,100.0
18,100.0,100.0,100.0
19,99.7872340425532,99.7872340425532,99.7872340425532
20,99.76958525345621,99.76958525345621,99.76958525345621
21,99.53596287703016,99.53596287703016,99.53596287703016
22,99.76470588235294,99.76470588235294,99.76470588235294
23,97.74774774774775,97.74774774774775,97.74774774774775
24,99.38144329896907,99.38144329896907,99.38144329896907
25,99.77678571428571,99.77678571428571,99.77678571428571
26,100.0,100.0,100.0
27,100.0,100.0,100.0
28,99.7872340425532,99.7872340425532,99.7872340425532
29,100.0,100.0,100.0
30,100.0,100.0,100.0
31,100.0,100.0,100.0
32,100.0,100.0,100.0
33,100.0,100.0,100.0
34,97.98206278026906,97.98206278026906,97.98206278026906
35,100.0,100.0,100.0
36,100.0,100.0,100.0
37,100.0,100.0,100.0
38,95.3125,95.3125,95.3125
39,100.0,100.0,100.0
40,98.91067538126362,98.91067538126362,98.91067538126362
41,99.10514541387025,99.10514541387025,99.10514541387025
42,99.56616052060737,99.56616052060737,99.56616052060737
