,clockwise_90,anticlockwise_90,rotation_180
0,97.82608695652173,97.82608695652173,97.82608695652173
1,98.52631578947368,98.52631578947368,98.52631578947368
2,99.75247524752476,99.75247524752476,99.75247524752476
3,97.66536964980544,97.66536964980544,97.66536964980544
4,99.26650366748166,99.26650366748166,99.26650366748166
5,99.75550122249389,99.75550122249389,99.75550122249389
6,100.0,100.0,100.0
7,97.47899159663865,97.47899159663865,97.47899159663865
8,100.0,100.0,100.0
9,99.1701244813278,99.1701244813278,99.1701244813278
10,94.77911646586345,94.77911646586345,94.77911646586345
11,100.0,100.0,100.0
12,99.54954954954955,99.54954954954955,99.54954954954955
13,93.5064935064935,93.5064935064935,93.5064935064935
14,96.82539682539682,96.82539682539682,96.82539682539682
15,100.0,100.0,100.0
16,100.0,100.0,100.0
17,98.24561403508771,98.24561403508771,98.24561403508771
18,98.87218045112782,98.87218045112782,98.87218045112782
19,99.07407407407408,99.07407407407408,99.07407407407408
20,96.07843137254902,96.07843137254902,96.07843137254902
21,94.89795918367348,94.89795918367348,94.89795918367348
22,98.18181818181819,98.18181818181819,98.18181818181819
23,97.43589743589743,97.43589743589743,97.43589743589743
24,94.94949494949495,94.94949494949495,94.94949494949495
25,97.2972972972973,97.2972972972973,97.2972972972973
26,97.05882352941177,97.05882352941177,97.05882352941177
27,100.0,100.0,100.0
28,99.08256880733946,99.08256880733946,99.08256880733946
29,99.60317460317461,99.60317460317461,99.60317460317461
30,98.80952380952381,98.80952380952381,98.80952380952381
31,100.0,100.0,100.0
32,100.0,100.0,100.0
33,100.0,100.0,100.0
34,97.95918367346938,97.95918367346938,97.95918367346938
35,95.0,95.0,95.0
36,100.0,100.0,100.0
37,95.91836734693877,95.91836734693877,95.91836734693877
38,92.32804232804233,92.32804232804233,92.32804232804233
39,97.59036144578313,97.59036144578313,97.59036144578313
40,95.39007092198581,95.39007092198581,95.39007092198581
41,87.96992481203007,87.96992481203007,87.96992481203007
42,98.0392156862745,98.0392156862745,98.0392156862745
