,clockwise_90,anticlockwise_90,rotation_180
0,100.0,100.0,100.0
1,98.6784140969163,98.6784140969163,98.6784140969163
2,100.0,100.0,100.0
3,100.0,100.0,100.0
4,100.0,100.0,100.0
5,100.0,100.0,100.0
6,100.0,100.0,100.0
7,99.14529914529915,99.14529914529915,99.14529914529915
8,100.0,100.0,100.0
9,100.0,100.0,100.0
10,99.1869918699187,99.1869918699187,99.1869918699187
11,100.0,100.0,100.0
12,98.45814977973568,98.45814977973568,98.45814977973568
13,100.0,100.0,100.0
14,95.58823529411765,95.58823529411765,95.58823529411765
15,100.0,100.0,100.0
16,98.93617021276596,98.93617021276596,98.93617021276596
17,100.0,100.0,100.0
18,100.0,100.0,100.0
19,99.29078014184397,99.29078014184397,99.29078014184397
20,97.87234042553192,97.87234042553192,97.87234042553192
21,99.0,99.0,99.0
22,98.0392156862745,98.0392156862745,98.0392156862745
23,99.3103448275862,99.3103448275862,99.3103448275862
24,98.73417721518987,98.73417721518987,98.73417721518987
25,99.33333333333333,99.33333333333333,99.33333333333333
26,100.0,100.0,100.0
27,100.0,100.0,100.0
28,100.0,100.0,100.0
29,100.0,100.0,100.0
30,100.0,100.0,100.0
31,100.0,100.0,100.0
32,100.0,100.0,100.0
33,100.0,100.0,100.0
34,99.74683544303798,99.74683544303798,99.74683544303798
35,100.0,100.0,100.0
36,100.0,100.0,100.0
37,100.0,100.0,100.0
38,97.84946236559139,97.84946236559139,97.84946236559139
39,100.0,100.0,100.0
40,99.37888198757764,99.37888198757764,99.37888198757764
41,100.0,100.0,100.0
42,98.92857142857143,98.92857142857143,98.92857142857143
