,clockwise_90,anticlockwise_90,rotation_180
0,93.47826086956522,93.47826086956522,93.47826086956522
1,97.68421052631578,97.68421052631578,97.68421052631578
2,99.5049504950495,99.5049504950495,99.5049504950495
3,99.22178988326849,99.22178988326849,99.22178988326849
4,98.53300733496333,98.53300733496333,98.53300733496333
5,99.26650366748166,99.26650366748166,99.26650366748166
6,100.0,100.0,100.0
7,98.31932773109243,98.31932773109243,98.31932773109243
8,100.0,100.0,100.0
9,100.0,100.0,100.0
10,99.19678714859438,99.19678714859438,99.19678714859438
11,100.0,100.0,100.0
12,100.0,100.0,100.0
13,94.8051948051948,94.8051948051948,94.8051948051948
14,98.4126984126984,98.4126984126984,98.4126984126984
15,100.0,100.0,100.0
16,95.6989247311828,95.6989247311828,95.6989247311828
17,98.24561403508771,98.24561403508771,98.24561403508771
18,98.87218045112782,98.87218045112782,98.87218045112782
19,92.5925925925926,92.5925925925926,92.5925925925926
20,96.07843137254902,96.07843137254902,96.07843137254902
21,97.95918367346938,97.95918367346938,97.95918367346938
22,96.36363636363636,96.36363636363636,96.36363636363636
23,94.87179487179486,94.87179487179486,94.87179487179486
24,95.95959595959596,95.95959595959596,95.95959595959596
25,96.62162162162163,96.62162162162163,96.62162162162163
26,94.11764705882352,94.11764705882352,94.11764705882352
27,100.0,100.0,100.0
28,98.1651376146789,98.1651376146789,98.1651376146789
29,100.0,100.0,100.0
30,100.0,100.0,100.0
31,100.0,100.0,100.0
32,99.76525821596243,99.76525821596243,99.76525821596243
33,100.0,100.0,100.0
34,94.89795918367348,94.89795918367348,94.89795918367348
35,100.0,100.0,100.0
36,100.0,100.0,100.0
37,97.95918367346938,97.95918367346938,97.95918367346938
38,96.56084656084656,96.56084656084656,96.56084656084656
39,100.0,100.0,100.0
40,98.93617021276596,98.93617021276596,98.93617021276596
41,97.36842105263158,97.36842105263158,97.36842105263158
42,99.01960784313727,99.01960784313727,99.01960784313727
