,clockwise_90,anticlockwise_90,rotation_180
0,92.50535331905782,92.50535331905782,92.50535331905782
1,98.8009592326139,98.8009592326139,98.8009592326139
2,98.91774891774891,98.91774891774891,98.91774891774891
3,99.08256880733946,99.08256880733946,99.08256880733946
4,100.0,100.0,100.0
5,100.0,100.0,100.0
6,100.0,100.0,100.0
7,99.6,99.6,99.6
8,100.0,100.0,100.0
9,100.0,100.0,100.0
10,96.3963963963964,96.3963963963964,96.3963963963964
11,99.77168949771689,99.77168949771689,99.77168949771689
12,95.66326530612244,95.66326530612244,95.66326530612244
13,99.52941176470588,99.52941176470588,99.52941176470588
14,99.57081545064378,99.57081545064378,99.57081545064378
15,100.0,100.0,100.0
16,96.69421487603306,96.69421487603306,96.69421487603306
17,99.7752808988764,99.7752808988764,99.7752808988764
18,99.56989247311829,99.56989247311829,99.56989247311829
19,99.7872340425532,99.7872340425532,99.7872340425532
20,99.53917050691244,99.53917050691244,99.53917050691244
21,100.0,100.0,100.0
22,100.0,100.0,100.0
23,97.2972972972973,97.2972972972973,97.2972972972973
24,99.79381443298969,99.79381443298969,99.79381443298969
25,100.0,100.0,100.0
26,100.0,100.0,100.0
27,99.10112359550561,99.10112359550561,99.10112359550561
28,99.7872340425532,99.7872340425532,99.7872340425532
29,96.66666666666667,96.66666666666667,96.66666666666667
30,100.0,100.0,100.0
31,100.0,100.0,100.0
32,99.78165938864629,99.78165938864629,99.78165938864629
33,99.78768577494692,99.78768577494692,99.78768577494692
34,97.75784753363229,97.75784753363229,97.75784753363229
35,97.14285714285714,97.14285714285714,97.14285714285714
36,100.0,100.0,100.0
37,100.0,100.0,100.0
38,95.53571428571429,95.53571428571429,95.53571428571429
39,99.51923076923077,99.51923076923077,99.51923076923077
40,99.34640522875817,99.34640522875817,99.34640522875817
41,99.10514541387025,99.10514541387025,99.10514541387025
42,99.56616052060737,99.56616052060737,99.56616052060737
